"id_legislatura","id_diputado","nombre","fecha","url"
10,297,"Esteller Ruedas,Mª Ángeles","20120523","http://www.congreso.es/docbienes/leg10/000368/000368_000_e_0016024_20120523.pdf"
10,344,"Esteve Ortega,Esperança","20111212","http://www.congreso.es/docbienes/leg10/000237/000237_000_e_0000948_20111212.pdf"
10,9,"Fabra Fernández,Andrea","20120103","http://www.congreso.es/docbienes/leg10/000301/000301_000_e_0001771_20120103.pdf"
10,6,"Fajarnés Ribas,Enrique","20111128","http://www.congreso.es/docbienes/leg10/000006/000006_000_e_0000051_20111128.pdf"
10,6,"Fajarnés Ribas,Enrique","20130910","http://www.congreso.es/docbienes/leg10/000006/000006_001_e_0076933_20130910.pdf"
10,46,"Falcón Dacal,Maravillas Concepción","20111212","http://www.congreso.es/docbienes/leg10/000235/000235_000_e_0000973_20111212.pdf"
10,279,"Fernández Álvarez,Alejandro","20120522","http://www.congreso.es/docbienes/leg10/000366/000366_000_e_0015750_20120522.pdf"
10,291,"Fernández Davila,Mª Olaia","20111205","http://www.congreso.es/docbienes/leg10/000176/000176_000_e_0000790_20111205.pdf"
10,304,"Fernández Díaz,Jorge","20111205","http://www.congreso.es/docbienes/leg10/000187/000187_000_e_0000831_20111205.pdf"
10,304,"Fernández Díaz,Jorge","20120529","http://www.congreso.es/docbienes/leg10/000187/000187_001_e_0016587_20120529.pdf"
10,298,"Fernández García,Eduardo","20111205","http://www.congreso.es/docbienes/leg10/000181/000181_000_e_0000808_20111205.pdf"
10,365,"Fernández Moya,Gracia","20120410","http://www.congreso.es/docbienes/leg10/000357/000357_000_e_0011332_20120410.pdf"
10,367,"Fernández-Ahuja García,María de los Ángeles","20120516","http://www.congreso.es/docbienes/leg10/000359/000359_000_e_0015092_20120516.pdf"
10,367,"Fernández-Ahuja García,María de los Ángeles","20130529","http://www.congreso.es/docbienes/leg10/000359/000359_001_e_0062696_20130529.pdf"
10,349,"Ferrando Sendra,Amparo","20111212","http://www.congreso.es/docbienes/leg10/000246/000246_000_e_0000993_20111212.pdf"
10,277,"Ferrer Roselló,Vicente","20120308","http://www.congreso.es/docbienes/leg10/000340/000340_000_e_0007877_20120308.pdf"
10,10,"Figueres Górriz,María Ascensión","20111212","http://www.congreso.es/docbienes/leg10/000244/000244_000_e_0000988_20111212.pdf"
10,321,"Flores Lanuza,Mario Francisco José","20111207","http://www.congreso.es/docbienes/leg10/000204/000204_000_e_0000889_20111207.pdf"
10,262,"Floriano Corrales,Carlos Javier","20120308","http://www.congreso.es/docbienes/leg10/000342/000342_000_e_0007891_20120308.pdf"
10,132,"Franquis Vera,Sebastián","20111130","http://www.congreso.es/docbienes/leg10/000064/000064_000_e_0000344_20111130.pdf"
10,175,"Fumero Roque,Águeda","20120111","http://www.congreso.es/docbienes/leg10/000312/000312_000_e_0002065_20120111.pdf"
10,127,"Gallego Arriola,María del Puerto","20111130","http://www.congreso.es/docbienes/leg10/000055/000055_000_e_0000312_20111130.pdf"
10,182,"Gallego Burgos,Antonio","20111201","http://www.congreso.es/docbienes/leg10/000106/000106_000_e_0000505_20111201.pdf"
10,68,"García Álvarez,María Caridad","20111205","http://www.congreso.es/docbienes/leg10/000177/000177_000_e_0000792_20111205.pdf"
10,167,"García Díez,Joaquín María","20111220","http://www.congreso.es/docbienes/leg10/000279/000279_000_e_0001229_20111220.pdf"
10,360,"García Egea,Teodoro","20120308","http://www.congreso.es/docbienes/leg10/000341/000341_000_e_0007880_20120308.pdf"
10,142,"García Gasulla,Guillem","20111130","http://www.congreso.es/docbienes/leg10/000071/000071_000_e_0000361_20111130.pdf"
10,209,"García Pérez,Pablo","20120111","http://www.congreso.es/docbienes/leg10/000310/000310_000_e_0002062_20120111.pdf"
10,22,"García-Tizón López,Arturo","20120313","http://www.congreso.es/docbienes/leg10/000345/000345_000_e_0008437_20120313.pdf"
10,138,"Garrido Valenzuela,Irene","20111130","http://www.congreso.es/docbienes/leg10/000072/000072_000_e_0000362_20111130.pdf"
10,70,"Garzón Espinosa,Alberto","20111227","http://www.congreso.es/docbienes/leg10/000292/000292_000_e_0001542_20111227.pdf"
10,325,"Gil Lázaro,Ignacio","20111207","http://www.congreso.es/docbienes/leg10/000205/000205_000_e_0000893_20111207.pdf"
10,16,"Gómez de la Serna y Villacieros,Pedro Ramón","20120215","http://www.congreso.es/docbienes/leg10/000333/000333_000_e_0005287_20120215.pdf"
10,161,"Gómez Sánchez,Tomás Valeriano","20111130","http://www.congreso.es/docbienes/leg10/000092/000092_000_e_0000443_20111130.pdf"
10,114,"González Cabaña,Francisco","20111130","http://www.congreso.es/docbienes/leg10/000049/000049_000_e_0000294_20111130.pdf"
10,366,"González Gutiérrez,Concepción","20120522","http://www.congreso.es/docbienes/leg10/000365/000365_000_e_0015695_20120522.pdf"
10,366,"González Gutiérrez,Concepción","20130522","http://www.congreso.es/docbienes/leg10/000365/000365_001_e_0061504_20130522.pdf"
10,237,"González Muñoz,Ángel Luis","20120207","http://www.congreso.es/docbienes/leg10/000329/000329_000_e_0004359_20120207.pdf"
10,318,"González Pons,Esteban","20111207","http://www.congreso.es/docbienes/leg10/000198/000198_000_e_0000872_20111207.pdf"
10,11,"González Ramos,Manuel Gabriel","20111213","http://www.congreso.es/docbienes/leg10/000259/000259_000_e_0001030_20111213.pdf"
10,382,"González Santín,María Luisa","20130129","http://www.congreso.es/docbienes/leg10/000380/000380_000_e_0042586_20130129.pdf"
10,264,"González Vázquez,Marta","20111205","http://www.congreso.es/docbienes/leg10/000162/000162_000_e_0000721_20111205.pdf"
10,2,"González Vázquez,Sebastián","20111223","http://www.congreso.es/docbienes/leg10/000287/000287_000_e_0001423_20111223.pdf"
10,2,"González Vázquez,Sebastián","20130626","http://www.congreso.es/docbienes/leg10/000287/000287_001_e_0068620_20130626.pdf"
10,104,"González Veracruz,María","20111130","http://www.congreso.es/docbienes/leg10/000043/000043_000_e_0000258_20111130.pdf"
10,65,"Gordo Pérez,Juan Luis","20111129","http://www.congreso.es/docbienes/leg10/000020/000020_000_e_0000151_20111129.pdf"
10,136,"Grande Pesquero,Pilar","20111130","http://www.congreso.es/docbienes/leg10/000069/000069_000_e_0000358_20111130.pdf"
10,5,"Grau Reinés,Juan Carlos","20111223","http://www.congreso.es/docbienes/leg10/000286/000286_000_e_0001407_20111223.pdf"
